Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
anupama-sona-masoori-10kg,Anupama Sona Masoori 10Kg,<p>Anupama Sona Masoori 10Kg — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,8904064678712,,shopify,100,deny,manual,20.00,,TRUE,TRUE,8904064678712,,1,Anupama Sona Masoori 10Kg,FALSE,Anupama Sona Masoori 10Kg | A&A International Supermarkt,Buy Anupama Sona Masoori 10Kg at A&A International Supermarkt. Rice & Grains — authentic international products.,active
anupama-sona-masoori-5kg,Anupama Sona Masoori 5Kg,<p>Anupama Sona Masoori 5Kg — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,8904064678705,,shopify,100,deny,manual,11.00,,TRUE,TRUE,8904064678705,,1,Anupama Sona Masoori 5Kg,FALSE,Anupama Sona Masoori 5Kg | A&A International Supermarkt,Buy Anupama Sona Masoori 5Kg at A&A International Supermarkt. Rice & Grains — authentic international products.,active
black-pepper-coarse-400g,Black Pepper Coarse 400g,<p>Black Pepper Coarse 400g — Spices & Masalas</p>,A&A International Supermarkt,Food & Grocery,Spices & Masalas,"spices,-masalas",TRUE,Size,Stk,5017689643331,,shopify,100,deny,manual,8.99,,TRUE,TRUE,5017689643331,,1,Black Pepper Coarse 400g,FALSE,Black Pepper Coarse 400g | A&A International Supermarkt,Buy Black Pepper Coarse 400g at A&A International Supermarkt. Spices & Masalas — authentic international products.,active
kalyan-farsan,Kalyan Farsan,<p>Kalyan Farsan — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8906053840957,,shopify,100,deny,manual,4.50,,TRUE,TRUE,8906053840957,,1,Kalyan Farsan,FALSE,Kalyan Farsan | A&A International Supermarkt,Buy Kalyan Farsan at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
kalyan-gathiya,Kalyan Gathiya,<p>Kalyan Gathiya — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8906053840582,,shopify,100,deny,manual,2.90,,TRUE,TRUE,8906053840582,,1,Kalyan Gathiya,FALSE,Kalyan Gathiya | A&A International Supermarkt,Buy Kalyan Gathiya at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
bajri-rotla,Bajri Rotla,<p>Bajri Rotla — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,11433150279,,shopify,100,deny,manual,3.50,,TRUE,TRUE,11433150279,,1,Bajri Rotla,FALSE,Bajri Rotla | A&A International Supermarkt,Buy Bajri Rotla at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
wow-momo,WOW Momo,<p>WOW Momo — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,8908015692086,,shopify,100,deny,manual,4.90,,TRUE,TRUE,8908015692086,,1,WOW Momo,FALSE,WOW Momo | A&A International Supermarkt,Buy WOW Momo at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
vadi-for-dahi-vada,Vadi For Dahi Vada,<p>Vadi For Dahi Vada — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,11433161947,,shopify,100,deny,manual,7.99,,TRUE,TRUE,11433161947,,1,Vadi For Dahi Vada,FALSE,Vadi For Dahi Vada | A&A International Supermarkt,Buy Vadi For Dahi Vada at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
parle-g-gold,Parle G Gold,<p>Parle G Gold — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8901719101144,,shopify,100,deny,manual,0.99,,TRUE,TRUE,8901719101144,,1,Parle G Gold,FALSE,Parle G Gold | A&A International Supermarkt,Buy Parle G Gold at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
super-jumbo-samosa,Super Jumbo Samosa,<p>Super Jumbo Samosa — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,11433166157,,shopify,100,deny,manual,17.90,,TRUE,TRUE,11433166157,,1,Super Jumbo Samosa,FALSE,Super Jumbo Samosa | A&A International Supermarkt,Buy Super Jumbo Samosa at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
proso-millet,Proso Millet,<p>Proso Millet — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,8904064643512,,shopify,100,deny,manual,3.49,,TRUE,TRUE,8904064643512,,1,Proso Millet,FALSE,Proso Millet | A&A International Supermarkt,Buy Proso Millet at A&A International Supermarkt. Rice & Grains — authentic international products.,active
kodo-millet,Kodo Millet,<p>Kodo Millet — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,8904064643475,,shopify,100,deny,manual,3.49,,TRUE,TRUE,8904064643475,,1,Kodo Millet,FALSE,Kodo Millet | A&A International Supermarkt,Buy Kodo Millet at A&A International Supermarkt. Rice & Grains — authentic international products.,active
bamyard-millet,Bamyard Millet,<p>Bamyard Millet — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,8904064643505,,shopify,100,deny,manual,3.49,,TRUE,TRUE,8904064643505,,1,Bamyard Millet,FALSE,Bamyard Millet | A&A International Supermarkt,Buy Bamyard Millet at A&A International Supermarkt. Rice & Grains — authentic international products.,active
nylon-thin-sev,Nylon Thin Sev,<p>Nylon Thin Sev — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,11433152099,,shopify,100,deny,manual,5.49,,TRUE,TRUE,11433152099,,1,Nylon Thin Sev,FALSE,Nylon Thin Sev | A&A International Supermarkt,Buy Nylon Thin Sev at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
bombay-mix,Bombay Mix,<p>Bombay Mix — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,11433158053,,shopify,100,deny,manual,3.49,,TRUE,TRUE,11433158053,,1,Bombay Mix,FALSE,Bombay Mix | A&A International Supermarkt,Buy Bombay Mix at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
bitter-gourd,Bitter gourd,<p>Bitter gourd — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,11433160155,,shopify,100,deny,manual,4.90,,TRUE,TRUE,11433160155,,1,Bitter gourd,FALSE,Bitter gourd | A&A International Supermarkt,Buy Bitter gourd at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
madras-mix,Madras Mix,<p>Madras Mix — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,11433156936,,shopify,100,deny,manual,3.49,,TRUE,TRUE,11433156936,,1,Madras Mix,FALSE,Madras Mix | A&A International Supermarkt,Buy Madras Mix at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
good-day-butter-cookies,Good Day Butter Cookies,<p>Good Day Butter Cookies — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8901063151369,,shopify,100,deny,manual,2.99,,TRUE,TRUE,8901063151369,,1,Good Day Butter Cookies,FALSE,Good Day Butter Cookies | A&A International Supermarkt,Buy Good Day Butter Cookies at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
good-day-pistachio,Good Day Pistachio,<p>Good Day Pistachio — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8901063151376,,shopify,100,deny,manual,2.99,,TRUE,TRUE,8901063151376,,1,Good Day Pistachio,FALSE,Good Day Pistachio | A&A International Supermarkt,Buy Good Day Pistachio at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
jeera-puri,Jeera Puri,<p>Jeera Puri — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,11433162036,,shopify,100,deny,manual,3.50,,TRUE,TRUE,11433162036,,1,Jeera Puri,FALSE,Jeera Puri | A&A International Supermarkt,Buy Jeera Puri at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
puri-for-bhel,Puri For Bhel,<p>Puri For Bhel — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,11433162029,,shopify,100,deny,manual,3.50,,TRUE,TRUE,11433162029,,1,Puri For Bhel,FALSE,Puri For Bhel | A&A International Supermarkt,Buy Puri For Bhel at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
kerala-mix,Kerala Mix,<p>Kerala Mix — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,11433158084,,shopify,100,deny,manual,3.49,,TRUE,TRUE,11433158084,,1,Kerala Mix,FALSE,Kerala Mix | A&A International Supermarkt,Buy Kerala Mix at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
kalyan-crispy-amp-tasty,Kalyan Crispy &amp; Tasty,<p>Kalyan Crispy &amp; Tasty — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8906053840537,,shopify,100,deny,manual,2.50,,TRUE,TRUE,8906053840537,,1,Kalyan Crispy &amp; Tasty,FALSE,Kalyan Crispy &amp; Tasty | A&A International Supermarkt,Buy Kalyan Crispy &amp; Tasty at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
chip-away-bloody-mary,Chip Away Bloody Mary,<p>Chip Away Bloody Mary — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,11433165587,,shopify,100,deny,manual,1.50,,TRUE,TRUE,11433165587,,1,Chip Away Bloody Mary,FALSE,Chip Away Bloody Mary | A&A International Supermarkt,Buy Chip Away Bloody Mary at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
chip-away-indori-masala,Chip Away Indori Masala,<p>Chip Away Indori Masala — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,11433165563,,shopify,100,deny,manual,1.50,,TRUE,TRUE,11433165563,,1,Chip Away Indori Masala,FALSE,Chip Away Indori Masala | A&A International Supermarkt,Buy Chip Away Indori Masala at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
chip-away-classic-salted,Chip Away Classic Salted,<p>Chip Away Classic Salted — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,11433165600,,shopify,100,deny,manual,1.50,,TRUE,TRUE,11433165600,,1,Chip Away Classic Salted,FALSE,Chip Away Classic Salted | A&A International Supermarkt,Buy Chip Away Classic Salted at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
idli-instant-mix,Idli Instant Mix,<p>Idli Instant Mix — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,11433117272,,shopify,100,deny,manual,1.99,,TRUE,TRUE,11433117272,,1,Idli Instant Mix,FALSE,Idli Instant Mix | A&A International Supermarkt,Buy Idli Instant Mix at A&A International Supermarkt. Rice & Grains — authentic international products.,active
ideal-senfoel,Ideal Senföl,<p>Ideal Senföl — Oils</p>,A&A International Supermarkt,Food & Grocery,Oils,oils,TRUE,Size,Stk,8869562299558,,shopify,100,deny,manual,2.49,,TRUE,TRUE,8869562299558,,1,Ideal Senföl,FALSE,Ideal Senföl | A&A International Supermarkt,Buy Ideal Senföl at A&A International Supermarkt. Oils — authentic international products.,active
mustard-oel-500ml,Mustard Öl 500ml,<p>Mustard Öl 500ml — Oils</p>,A&A International Supermarkt,Food & Grocery,Oils,oils,TRUE,Size,Stk,8869562298025,,shopify,100,deny,manual,3.99,,TRUE,TRUE,8869562298025,,1,Mustard Öl 500ml,FALSE,Mustard Öl 500ml | A&A International Supermarkt,Buy Mustard Öl 500ml at A&A International Supermarkt. Oils — authentic international products.,active
little-millet,Little Millet,<p>Little Millet — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,8904064643482,,shopify,100,deny,manual,1.99,,TRUE,TRUE,8904064643482,,1,Little Millet,FALSE,Little Millet | A&A International Supermarkt,Buy Little Millet at A&A International Supermarkt. Rice & Grains — authentic international products.,active
all-in-one,,,A&A International Supermarkt,,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,11433152167,,shopify,100,deny,manual,3.49,,TRUE,TRUE,11433152167,,,,FALSE,,,active
little-hearts,Little Hearts,<p>Little Hearts — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8901063136250,,shopify,100,deny,manual,0.99,,TRUE,TRUE,8901063136250,,1,Little Hearts,FALSE,Little Hearts | A&A International Supermarkt,Buy Little Hearts at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
hide-amp-seek-choco-chips,Hide &amp; Seek Choco Chips,<p>Hide &amp; Seek Choco Chips — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8901719104046,,shopify,100,deny,manual,0.99,,TRUE,TRUE,8901719104046,,1,Hide &amp; Seek Choco Chips,FALSE,Hide &amp; Seek Choco Chips | A&A International Supermarkt,Buy Hide &amp; Seek Choco Chips at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
hide-amp-seek-choco-chips,,,A&A International Supermarkt,,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,723246222332,,shopify,100,deny,manual,0.99,,TRUE,TRUE,723246222332,,,,FALSE,,,active
pg-15kg-loose-leaf-tea,"PG 1,5Kg Loose Leaf Tea","<p>PG 1,5Kg Loose Leaf Tea — Tea & Coffee</p>",A&A International Supermarkt,Food & Grocery,Tea & Coffee,"tea,-coffee",TRUE,Size,Stk,5063270100349,,shopify,100,deny,manual,14.99,,TRUE,TRUE,5063270100349,,1,"PG 1,5Kg Loose Leaf Tea",FALSE,"PG 1,5Kg Loose Leaf Tea | A&A International Supermarkt","Buy PG 1,5Kg Loose Leaf Tea at A&A International Supermarkt. Tea & Coffee — authentic international products.",active
pg-60-bags,PG 60 Bags,<p>PG 60 Bags — Tea & Coffee</p>,A&A International Supermarkt,Food & Grocery,Tea & Coffee,"tea,-coffee",TRUE,Size,Stk,8720608039586,,shopify,100,deny,manual,7.99,,TRUE,TRUE,8720608039586,,1,PG 60 Bags,FALSE,PG 60 Bags | A&A International Supermarkt,Buy PG 60 Bags at A&A International Supermarkt. Tea & Coffee — authentic international products.,active
wagh-bakri,,,A&A International Supermarkt,,Tea & Coffee,"tea,-coffee",TRUE,Size,Stk,8901747000730,,shopify,100,deny,manual,8.99,,TRUE,TRUE,8901747000730,,,,FALSE,,,active
shan-garlic-pickle,Shan Garlic Pickle,<p>Shan Garlic Pickle — Spices & Masalas</p>,A&A International Supermarkt,Food & Grocery,Spices & Masalas,"spices,-masalas",TRUE,Size,Stk,788821072009,,shopify,100,deny,manual,5.99,,TRUE,TRUE,788821072009,,1,Shan Garlic Pickle,FALSE,Shan Garlic Pickle | A&A International Supermarkt,Buy Shan Garlic Pickle at A&A International Supermarkt. Spices & Masalas — authentic international products.,active
toor-dal-ideal,Toor Dal Ideal,<p>Toor Dal Ideal — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,850073434024,,shopify,100,deny,manual,2.79,,TRUE,TRUE,850073434024,,1,Toor Dal Ideal,FALSE,Toor Dal Ideal | A&A International Supermarkt,Buy Toor Dal Ideal at A&A International Supermarkt. Packaged Goods — authentic international products.,active
roasted-chana-unsalted,Roasted Chana Unsalted,<p>Roasted Chana Unsalted — Spices & Masalas</p>,A&A International Supermarkt,Food & Grocery,Spices & Masalas,"spices,-masalas",TRUE,Size,Stk,5017689025441,,shopify,100,deny,manual,2.79,,TRUE,TRUE,5017689025441,,1,Roasted Chana Unsalted,FALSE,Roasted Chana Unsalted | A&A International Supermarkt,Buy Roasted Chana Unsalted at A&A International Supermarkt. Spices & Masalas — authentic international products.,active
heera-roasted-soji,Heera Roasted Soji,<p>Heera Roasted Soji — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,5031416370215,,shopify,100,deny,manual,4.99,,TRUE,TRUE,5031416370215,,1,Heera Roasted Soji,FALSE,Heera Roasted Soji | A&A International Supermarkt,Buy Heera Roasted Soji at A&A International Supermarkt. Rice & Grains — authentic international products.,active
parle-g-gold,,,A&A International Supermarkt,,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8901719909221,,shopify,100,deny,manual,4.99,,TRUE,TRUE,8901719909221,,,,FALSE,,,active
lina,LIna,<p>LIna — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,6265663104609,,shopify,100,deny,manual,1.99,,TRUE,TRUE,6265663104609,,1,LIna,FALSE,LIna | A&A International Supermarkt,Buy LIna at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
chinese-beef,Chinese Beef,<p>Chinese Beef — Spices & Masalas</p>,A&A International Supermarkt,Food & Grocery,Spices & Masalas,"spices,-masalas",TRUE,Size,Stk,788821001450,,shopify,100,deny,manual,0.99,,TRUE,TRUE,788821001450,,1,Chinese Beef,FALSE,Chinese Beef | A&A International Supermarkt,Buy Chinese Beef at A&A International Supermarkt. Spices & Masalas — authentic international products.,active
chinese-manchurian,chinese Manchurian,<p>chinese Manchurian — Spices & Masalas</p>,A&A International Supermarkt,Food & Grocery,Spices & Masalas,"spices,-masalas",TRUE,Size,Stk,788821001474,,shopify,100,deny,manual,0.99,,TRUE,TRUE,788821001474,,1,chinese Manchurian,FALSE,chinese Manchurian | A&A International Supermarkt,Buy chinese Manchurian at A&A International Supermarkt. Spices & Masalas — authentic international products.,active
chinese-chicken-veg,Chinese Chicken Veg,<p>Chinese Chicken Veg — Spices & Masalas</p>,A&A International Supermarkt,Food & Grocery,Spices & Masalas,"spices,-masalas",TRUE,Size,Stk,2377772021594,,shopify,100,deny,manual,0.99,,TRUE,TRUE,2377772021594,,1,Chinese Chicken Veg,FALSE,Chinese Chicken Veg | A&A International Supermarkt,Buy Chinese Chicken Veg at A&A International Supermarkt. Spices & Masalas — authentic international products.,active
chinese-chowmein,Chinese Chowmein,<p>Chinese Chowmein — Spices & Masalas</p>,A&A International Supermarkt,Food & Grocery,Spices & Masalas,"spices,-masalas",TRUE,Size,Stk,2377772021600,,shopify,100,deny,manual,0.99,,TRUE,TRUE,2377772021600,,1,Chinese Chowmein,FALSE,Chinese Chowmein | A&A International Supermarkt,Buy Chinese Chowmein at A&A International Supermarkt. Spices & Masalas — authentic international products.,active
lahori-fish,Lahori Fish,<p>Lahori Fish — Spices & Masalas</p>,A&A International Supermarkt,Food & Grocery,Spices & Masalas,"spices,-masalas",TRUE,Size,Stk,788821008022,,shopify,100,deny,manual,0.99,,TRUE,TRUE,788821008022,,1,Lahori Fish,FALSE,Lahori Fish | A&A International Supermarkt,Buy Lahori Fish at A&A International Supermarkt. Spices & Masalas — authentic international products.,active
kalyan-papdi,Kalyan Papdi,<p>Kalyan Papdi — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8906053840681,,shopify,100,deny,manual,3.50,,TRUE,TRUE,8906053840681,,1,Kalyan Papdi,FALSE,Kalyan Papdi | A&A International Supermarkt,Buy Kalyan Papdi at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
nippat,Nippat,<p>Nippat — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,11433158138,,shopify,100,deny,manual,2.90,,TRUE,TRUE,11433158138,,1,Nippat,FALSE,Nippat | A&A International Supermarkt,Buy Nippat at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
nido,Nido,<p>Nido — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,7613287923073,,shopify,100,deny,manual,15.99,,TRUE,TRUE,7613287923073,,1,Nido,FALSE,Nido | A&A International Supermarkt,Buy Nido at A&A International Supermarkt. Packaged Goods — authentic international products.,active
bay-leaves,Bay Leaves,<p>Bay Leaves — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,5017689293116,,shopify,100,deny,manual,2.49,,TRUE,TRUE,5017689293116,,1,Bay Leaves,FALSE,Bay Leaves | A&A International Supermarkt,Buy Bay Leaves at A&A International Supermarkt. Packaged Goods — authentic international products.,active
tafel-salz,Tafel salz,<p>Tafel salz — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,4018905627754,,shopify,100,deny,manual,0.99,,TRUE,TRUE,4018905627754,,1,Tafel salz,FALSE,Tafel salz | A&A International Supermarkt,Buy Tafel salz at A&A International Supermarkt. Packaged Goods — authentic international products.,active
virgin-pink-salt,,,A&A International Supermarkt,,Spices & Masalas,"spices,-masalas",TRUE,Size,Stk,788821002358,,shopify,100,deny,manual,1.99,,TRUE,TRUE,788821002358,,,,FALSE,,,active
ideal-chick-peas,Ideal Chick Peas,<p>Ideal Chick Peas — Spices & Masalas</p>,A&A International Supermarkt,Food & Grocery,Spices & Masalas,"spices,-masalas",TRUE,Size,Stk,8908025546270,,shopify,100,deny,manual,2.49,,TRUE,TRUE,8908025546270,,1,Ideal Chick Peas,FALSE,Ideal Chick Peas | A&A International Supermarkt,Buy Ideal Chick Peas at A&A International Supermarkt. Spices & Masalas — authentic international products.,active
chakra-ragi-flour,,,A&A International Supermarkt,,Rice & Grains,"rice,-grains",TRUE,Size,Stk,8904064600553,,shopify,100,deny,manual,2.79,,TRUE,TRUE,8904064600553,,,,FALSE,,,active
deep-murmura,Deep Murmura,<p>Deep Murmura — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,11433152853,,shopify,100,deny,manual,3.50,,TRUE,TRUE,11433152853,,1,Deep Murmura,FALSE,Deep Murmura | A&A International Supermarkt,Buy Deep Murmura at A&A International Supermarkt. Packaged Goods — authentic international products.,active
deep-tandori-naan-16-stk,Deep Tandori Naan 16 Stk,<p>Deep Tandori Naan 16 Stk — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,11433164610,,shopify,100,deny,manual,10.50,,TRUE,TRUE,11433164610,,1,Deep Tandori Naan 16 Stk,FALSE,Deep Tandori Naan 16 Stk | A&A International Supermarkt,Buy Deep Tandori Naan 16 Stk at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
methi-tepla,Methi Tepla,<p>Methi Tepla — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,11433160070,,shopify,100,deny,manual,3.50,,TRUE,TRUE,11433160070,,1,Methi Tepla,FALSE,Methi Tepla | A&A International Supermarkt,Buy Methi Tepla at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
annam-toor-dal-2kg,Annam Toor Dal 2Kg,<p>Annam Toor Dal 2Kg — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,4260480191872,,shopify,100,deny,manual,8.99,,TRUE,TRUE,4260480191872,,1,Annam Toor Dal 2Kg,FALSE,Annam Toor Dal 2Kg | A&A International Supermarkt,Buy Annam Toor Dal 2Kg at A&A International Supermarkt. Packaged Goods — authentic international products.,active
deep-chana-dal,Deep Chana Dal,<p>Deep Chana Dal — Spices & Masalas</p>,A&A International Supermarkt,Food & Grocery,Spices & Masalas,"spices,-masalas",TRUE,Size,Stk,11433113250,,shopify,100,deny,manual,3.99,,TRUE,TRUE,11433113250,,1,Deep Chana Dal,FALSE,Deep Chana Dal | A&A International Supermarkt,Buy Deep Chana Dal at A&A International Supermarkt. Spices & Masalas — authentic international products.,active
kurkure,,,A&A International Supermarkt,,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8901491103084,,shopify,100,deny,manual,1.20,,TRUE,TRUE,8901491103084,,,,FALSE,,,active
wai-wai,Wai Wai,<p>Wai Wai — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,8906013030015,,shopify,100,deny,manual,0.79,,TRUE,TRUE,8906013030015,,1,Wai Wai,FALSE,Wai Wai | A&A International Supermarkt,Buy Wai Wai at A&A International Supermarkt. Packaged Goods — authentic international products.,active
vita-dior-sonnenblumenoel,Vita Dior Sonnenblumenöl,<p>Vita Dior Sonnenblumenöl — Oils</p>,A&A International Supermarkt,Food & Grocery,Oils,oils,TRUE,Size,Stk,4056489069553,,shopify,100,deny,manual,2.49,,TRUE,TRUE,4056489069553,,1,Vita Dior Sonnenblumenöl,FALSE,Vita Dior Sonnenblumenöl | A&A International Supermarkt,Buy Vita Dior Sonnenblumenöl at A&A International Supermarkt. Oils — authentic international products.,active
urid-beans,,,A&A International Supermarkt,,Packaged Goods,packaged-goods,TRUE,Size,Stk,8908025546249,,shopify,100,deny,manual,2.29,,TRUE,TRUE,8908025546249,,,,FALSE,,,active
gegrillte-aubergine,Gegrillte Aubergine,<p>Gegrillte Aubergine — Canned Goods</p>,A&A International Supermarkt,Food & Grocery,Canned Goods,canned-goods,TRUE,Size,Stk,6223006034747,,shopify,100,deny,manual,5.99,,TRUE,TRUE,6223006034747,,1,Gegrillte Aubergine,FALSE,Gegrillte Aubergine | A&A International Supermarkt,Buy Gegrillte Aubergine at A&A International Supermarkt. Canned Goods — authentic international products.,active
shan-chapli-kabab,Shan Chapli Kabab,<p>Shan Chapli Kabab — Spices & Masalas</p>,A&A International Supermarkt,Food & Grocery,Spices & Masalas,"spices,-masalas",TRUE,Size,Stk,788821036025,,shopify,100,deny,manual,0.99,,TRUE,TRUE,788821036025,,1,Shan Chapli Kabab,FALSE,Shan Chapli Kabab | A&A International Supermarkt,Buy Shan Chapli Kabab at A&A International Supermarkt. Spices & Masalas — authentic international products.,active
